INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50412005	5	4	12	5	Gem3_2_10	1	Thu¥n T¸nh Hoàng Ng÷c (C¤p 4)	Hoàng Ng÷c thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch M¸ Lñc	16	2004	1
50412006	5	4	12	6	Gem3_2_14	1	Thu¥n T¸nh HÕo ThÕch (C¤p 4)	HÕo ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch M¸ Lñc	17	2004	1
50412007	5	4	12	7	Gem3_2_11	1	Thu¥n T¸nh DÕ Quang ThÕch (C¤p 4)	Nguy®t Quang ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch M¸ Lñc	15	2004	1
50412008	5	4	12	8	Gem3_2_15	1	Thu¥n T¸nh Bích TÖ (C¤p 4)	Bích TÖ thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch M¸ Lñc	14	2004	1
50413001	5	4	13	1	Gem3_1_15	1	Hoàng Bäo ThÕch (C¤p 4)	Hoàng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	5	2004	1
50413002	5	4	13	2	Gem3_1_16	1	Lam Bäo ThÕch (C¤p 4)	Lam S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	6	2004	1
50413003	5	4	13	3	Gem3_1_7	1	Løc Bäo ThÕch (C¤p 4)	Løc S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	41	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	9	2004	1
50413004	5	4	13	4	Gem3_2_2	1	H°ng Bäo ThÕch (C¤p 4)	H°ng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	10	2004	1
50413005	5	4	13	5	Gem3_2_3	1	H¡c Bäo ThÕch (C¤p 4)	H¡c S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	1	2004	1
50413006	5	4	13	6	Gem3_2_7	1	Huyªt Tinh ThÕch (C¤p 4)	Bäo ThÕch có vân ðö, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	75000	1000	4180	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch V§n M®nh	13	2004	1
50414001	5	4	14	1	Gem3_1_14	1	T± Mçu Løc (C¤p 4)	Phï thúy cñc ph¦m, màu xanh biªc, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GThiên C½ Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	273	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF4C	Bäo ThÕch Thiên C½	8	2004	1
50421001	5	4	21	1	Gemjiankang_2	1	Hoàng Minh ThÕch (C¤p 4)	Hoàng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch Th¡ng Lþi	31	2004	1
50421002	5	4	21	2	Gemjiankang_14	1	Lam Minh ThÕch (C¤p 4)	Lam S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch Th¡ng Lþi	32	2004	1
50421003	5	4	21	3	Gemjiankang_10	1	H°ng Minh ThÕch (C¤p 4)	H°ng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch Th¡ng Lþi	33	2004	1
50421004	5	4	21	4	Gemjiankang_6	1	Løc Minh ThÕch (C¤p 4)	Løc S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	-1	-1	-1	-1	-1	-1	FFFFFF7F	Bäo ThÕch Th¡ng Lþi	34	2004	1
50431001	5	4	31	1	Charm8_8	1	Bång Lam Lßu Vân-Khiên (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Khiên Bµ Ph¯i SÑc	22	2004	1
50431002	5	4	31	2	Charm7_12	1	TØ Vi Tinh Quang-Khiên (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Khiên Bµ Ph¯i SÑc	23	2004	1
50431003	5	4	31	3	Charm8_12	1	Thuý Ng÷c Tinh Tr¥n-Khiên (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Khiên Bµ Ph¯i SÑc	24	2004	1
50431004	5	4	31	4	Charm8_4	1	Tranh Änh Nhß Mµng-Khiên (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Khiên Bµ Ph¯i SÑc	25	2004	1
50431005	5	4	31	5	Charm7_16	1	Hoa LÕc H°ng Tr¥n-Khiên (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF66	Khiên Bµ Ph¯i SÑc	26	2004	1
50432001	5	4	32	1	Charm8_8	1	Bång Lam Lßu Vân-Yêu (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Yêu Bµ Ph¯i SÑc	27	2004	1
50432002	5	4	32	2	Charm7_12	1	TØ Vi Tinh Quang-Yêu (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Yêu Bµ Ph¯i SÑc	28	2004	1
50432003	5	4	32	3	Charm8_12	1	Thuý Ng÷c Tinh Tr¥n-Yêu (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Yêu Bµ Ph¯i SÑc	29	2004	1
50432004	5	4	32	4	Charm8_4	1	Tranh Änh Nhß Mµng-Yêu (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Yêu Bµ Ph¯i SÑc	30	2004	1
50432005	5	4	32	5	Charm7_16	1	Hoa LÕc H°ng Tr¥n-Yêu (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n lßng, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Yêu Bµ Ph¯i SÑc	31	2004	1
50433001	5	4	33	1	Charm8_8	1	Bång Lam Lßu Vân-Cß¾c (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n chân, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Cß¾c Bµ Ph¯i SÑc	32	2004	1
50433002	5	4	33	2	Charm7_12	1	TØ Vi Tinh Quang-Cß¾c (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n chân, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Cß¾c Bµ Ph¯i SÑc	33	2004	1
50433003	5	4	33	3	Charm8_12	1	Thuý Ng÷c Tinh Tr¥n-Cß¾c (C¤p 4)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n chân, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF77	Cß¾c Bµ Ph¯i SÑc	34	2004	1
