INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30008103	3	0	8	103	TaskTools13_6	Tài Phú Ngân T®	Kim T® ð±i b¢ng Thiên Long Anh Hùng Thiªp, có th¬ bán cho thß½ng nhân, ð±i l¤y Giao TØ 10 vàng.#r#GGþi ý: Có th¬ bán · ch² B° Lß½ng ÐÕi Lý (217,134).	1	400000	100000	30	1	-1	-1	1	-1	-1	-1	4	KÏ V§t	1	0	2005	-1	0
30008104	3	0	8	104	Cloth8_8	Ð¸nh Nhan Châu: Thanh Nhã	Bäo v§t th¥n kÏ ðªn t× Tây Vñc xa xôi huy«n bí, tß½ng truy«n có th¬ khiªn nam næ tr· nên tu¤n tú ð©p ð¨ phi thß¶ng.#r#RSß phø làm ð©p Nhan Nhß Ng÷c · #GLÕc Dß½ng#W có th¬ giúp các hÕ thay ð±i dung mÕo.#rCó th¬ ð±i thành #YThanh Nhã Ki¬m Hình.	1	4	1	4	1	-1	-1	0	-1	-1	-1	-1	ÐÕo Cø Ð£c Thù	10	0	2005	-1	0
30008105	3	0	8	105	CircularTaskTool16_4	Thë Ð±i Tên	Tß½ng truy«n r¢ng thë này là do sñ hþp thành giæa nhæng t¶ ghi chép trên sách sinh tØ và m§t pháp cüa long h± s½n, có công hi®u thay ð±i tên, sØ døng tÕi #GLÕc Dß½ng (142, 113)#YPhÕm Di Thành#W.	1	4	1	4	1	-1	-1	0	-1	-1	-1	-1	ÐÕo Cø Ð£c Thù	10	0	2005	-1	0
#V§t ph¦m m¾i 10.08.2025
30008106	3	5	5	205	TaskTools1_13	Môn phái chuy¬n hoán l®nh	Có trong tay L®nh Bài, các hÕ có th¬ chuy¬n sang mµt môn phái khác! #r#c00FF00 Chú ý: Sau khi ð±i sang môn phái m¾i, Tâm pháp s¨ tr· lÕi cänh gi¾i s½ khai, m÷i công phu c¥n kh± luy®n lÕi t× ð¥u. Ði¬m thuµc tính cûng s¨ ðßþc t¦y sÕch, ch¶ các hÕ tái phân b¯.	1	4	1	3	1	-1	-1	1	-1	-1	-1	-1	Ð£c bi®t	1	0	2005	-1	0	
#
30101001	3	1	1	1	Food_1	Bánh Bao	Tiªp tøc phøc h°i sinh m®nh 2406 ði¬m	1	54	1	5	20	333301	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101002	3	1	1	2	Food_2	C½m Chiên Dß½ng Châu	Kéo dài phøc h°i mÕng s¯ng 4214 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	144	36	5	20	333302	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101003	3	1	1	3	Food_3	Bánh Ng÷c M­	Kéo dài phøc h°i mÕng s¯ng 6024 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	260	65	5	20	333303	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101004	3	1	1	4	Food2_4	Bánh Thiên T¥ng	Kéo dài phøc h°i mÕng s¯ng 7830 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	401	100	5	20	333304	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101005	3	1	1	5	Food_4	Khäo Ð¸a Qua	Kéo dài phøc h°i mÕng s¯ng 9640 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	568	100	5	20	333305	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101006	3	1	1	6	Food_5	Hoành Thánh	Kéo dài phøc h°i mÕng s¯ng 11450 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	762	100	5	20	333306	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101007	3	1	1	7	Food_14	D¥u Ði«u	Kéo dài phøc h°i mÕng s¯ng 13260 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	981	100	5	20	333307	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101008	3	1	1	8	Food_15	Xuân Quy¬n	Kéo dài phøc h°i mÕng s¯ng 15070 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1226	100	5	20	333308	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101009	3	1	1	9	Food_16	Ma Hoa	Kéo dài phøc h°i mÕng s¯ng 16880 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1497	100	5	20	333309	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101010	3	1	1	10	Food2_1	Nguyên Tiêu	Kéo dài phøc h°i mÕng s¯ng 18690 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1794	100	5	20	333310	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101011	3	1	1	11	Food2_2	Thüy Tinh Hoàn TØ	Kéo dài h°i phøc sinh m®nh 20500 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	2091	100	5	20	333311	62	1	1	11	-1	4	Thñc Ph¦m	11	0	2000	-1	0
30101012	3	1	1	12	Food2_3	Bánh Tiêm	Kéo dài h°i phøc sinh m®nh 22310 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	2388	100	5	20	333312	62	1	1	12	-1	4	Thñc Ph¦m	12	0	2000	-1	0
30101013	3	1	1	13	Food_6	Bao TØ	Kéo dài h°i phøc khí 882 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	1	42	10	5	20	333401	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101014	3	1	1	14	Food2_5	Bì Ðän Chúc	Kéo dài h°i phøc khí 1554 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	108	27	5	20	333402	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101015	3	1	1	15	Food2_6	Bát Bäo Chúc	Kéo dài h°i phøc khí 2232 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	192	48	5	20	333403	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101016	3	1	1	16	Food_7	LÕp Bát Chúc	Kéo dài h°i phøc khí 2898 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	295	73	5	20	333404	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101017	3	1	1	17	Food_8	Giao TØ	Kéo dài h°i phøc khí 3570 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	417	100	5	20	333405	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101018	3	1	1	18	Food_9	Qua Ki¬u MÛ Tiên	Kéo dài h°i phøc khí 4240 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	558	100	5	20	333406	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101019	3	1	1	19	Food_9	La Di®n	Kéo dài h°i phøc khí 4920 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	719	100	5	20	333407	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101020	3	1	1	20	Food2_4	Phát Cao	Kéo dài h°i phøc khí 5590 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	898	100	5	20	333408	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101021	3	1	1	21	Food2_13	M­ Cao	Kéo dài h°i phøc khí 6260 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1096	100	5	20	333409	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101022	3	1	1	22	Food_13	HÕnh Ðào Tô	Kéo dài h°i phøc khí 6930 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1312	100	5	20	333410	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101023	3	1	1	23	Food_9	Ph¤n Bì	Kéo dài h°i phøc khí 7600 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1528	100	5	20	333411	62	1	1	11	-1	4	Thñc Ph¦m	11	0	2000	-1	0
30101024	3	1	1	24	Food_3	Oa Oa Ð¥u	Kéo dài h°i phøc khí 8270 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1744	100	5	20	333412	62	1	1	12	-1	4	Thñc Ph¦m	12	0	2000	-1	0
30101031	3	1	1	31	Food_1	BÕch Phong Cao	Kéo dài phøc h°i sinh mÕng 810 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	1	54	13	5	20	333321	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101032	3	1	1	32	Food_9	Ngßu Hoàn Ph¤n	Kéo dài phøc h°i sinh mÕng 1820 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	144	36	5	20	333322	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101033	3	1	1	33	Food_3	HÕnh Ðào LÕc	Kéo dài phøc h°i sinh mÕng 2840 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	260	65	5	20	333323	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101034	3	1	1	34	Food_16	Kim Ti«n Ma Hoa	Kéo dài phøc h°i sinh mÕng 3852 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	401	100	5	20	333324	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101035	3	1	1	35	Food2_4	Xuân Bính	Kéo dài phøc h°i sinh mÕng 4860 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	568	100	5	20	333325	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101036	3	1	1	36	Food_2	Ð§u Muµn PhÕn	Kéo dài phøc h°i sinh mÕng 5890 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	762	100	5	20	333326	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101037	3	1	1	37	Food2_13	Trùng Dß½ng Cao	Kéo dài phøc h°i sinh mÕng 6920 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	981	100	5	20	333327	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101038	3	1	1	38	Food2_1	Bång Hoa C¥u	Kéo dài phøc h°i sinh mÕng 7950 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1226	100	5	20	333328	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101039	3	1	1	39	Food_11	Ba Kê	Kéo dài phøc h°i sinh mÕng 8970 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1497	100	5	20	333329	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101040	3	1	1	40	Food_9	Vân Thuçn Di®n	Kéo dài phøc h°i sinh mÕng 10000 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1794	100	5	20	333330	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101041	3	1	1	41	Food_7	Tang Cúc Chúc	Kéo dài h°i phøc khí 204 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	1	42	10	5	20	333421	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101042	3	1	1	42	Food2_5	S½n Dßþc Chúc	Kéo dài h°i phøc khí 434 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	108	27	5	20	333422	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101043	3	1	1	43	Food2_5	Tùng TØ Chúc	Kéo dài h°i phøc khí 672 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	192	48	5	20	333423	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101044	3	1	1	44	Food_7	H¡c M­ Chúc	Kéo dài h°i phøc khí 909 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	295	73	5	20	333424	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101045	3	1	1	45	Food_7	H° Ðào Chúc	Kéo dài h°i phøc khí 1140 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	417	100	5	20	333425	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101046	3	1	1	46	Food2_5	Häi Tiên Chúc	Kéo dài h°i phøc khí 1380 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	558	100	5	20	333426	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101047	3	1	1	47	Food_7	Sa Sâm Ngân Nhî Chúc	Kéo dài h°i phøc khí 1620 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	719	100	5	20	333427	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101048	3	1	1	48	Food_7	Xuyên B¯i Bách Hþp Chúc	Kéo dài h°i phøc khí 1860 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	898	100	5	20	333428	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101049	3	1	1	49	Food2_5	Sinh Ð¸a MÕch Ðông Chúc	Kéo dài h°i phøc khí 2100 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1096	100	5	20	333429	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101050	3	1	1	50	Food_7	Bách Quä DßÞng Sinh Chúc	Kéo dài h°i phøc khí 2340 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1312	100	5	20	333430	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101051	3	1	1	51	Food_13	D¥u Ti«n	Tiªp tøc phøc h°i sinh m®nh 2406 ði¬m	1	54	13	5	20	333301	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101052	3	1	1	52	Food3_2	Khäo Ng÷c M­	Kéo dài phøc h°i mÕng s¯ng 4214 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	144	36	5	20	333302	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101053	3	1	1	53	Food2_6	C¦m S¡c Sao PhÕn	Kéo dài phøc h°i mÕng s¯ng 6024 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	260	65	5	20	333303	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101054	3	1	1	54	Food2_4	Bánh Khoai	Kéo dài phøc h°i mÕng s¯ng 7830 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	401	100	5	20	333304	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101055	3	1	1	55	Food2_8	Nhu M­ Cao	Kéo dài phøc h°i mÕng s¯ng 9640 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	568	100	5	20	333305	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101056	3	1	1	56	Food_6	Hß½ng Cô Thái Bao	Kéo dài phøc h°i mÕng s¯ng 11450 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	762	100	5	20	333306	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101057	3	1	1	57	Food2_6	Tàm Ð§u Ngân Ty Cao	Kéo dài phøc h°i mÕng s¯ng 13260 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	981	100	5	20	333307	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101058	3	1	1	58	Food_3	Cam Thäo Ý M­ Bính	Kéo dài phøc h°i mÕng s¯ng 15070 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1226	100	5	20	333308	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101059	3	1	1	59	Food_9	Bách V¸ Thanh Ti Di®n	Kéo dài phøc h°i mÕng s¯ng 16880 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1497	100	5	20	333309	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101060	3	1	1	60	Food2_6	Tiêu H°n Ý V¸ Cao	Kéo dài phøc h°i mÕng s¯ng 18690 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1794	100	5	20	333310	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101061	3	1	1	61	Food_3	Løc Ð§u Cao	Kéo dài h°i phøc khí 1140 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	1	42	10	5	20	333431	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101062	3	1	1	62	Food2_3	Chi Ma Bính	Kéo dài h°i phøc khí 2002 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	108	27	5	20	333432	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101063	3	1	1	63	Food2_5	D¥u Di®n Cân	Kéo dài h°i phøc khí 2864 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	192	48	5	20	333433	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101064	3	1	1	64	Food_3	HÕnh Nhân Tô	Kéo dài h°i phøc khí 3726 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	295	73	5	20	333434	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101065	3	1	1	65	Food_13	Thanh Minh Ba	Kéo dài h°i phøc khí 4590 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	417	100	5	20	333435	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101066	3	1	1	66	Food2_5	Ba Tiêu Ham PhÕn	Kéo dài h°i phøc khí 5460 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	558	100	5	20	333436	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101067	3	1	1	67	Food2_4	Hoàng D¥u Phát Cao	Kéo dài h°i phøc khí 6320 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	719	100	5	20	333437	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101068	3	1	1	68	Food2_5	TÑ Bäo Chi Ma Chúc	Kéo dài h°i phøc khí 7190 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	898	100	5	20	333438	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101069	3	1	1	69	Food_7	Ty Qua Di®n Tuyªn Thang	Kéo dài h°i phøc khí 8050 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1096	100	5	20	333439	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101070	3	1	1	70	Food2_4	Bánh Thiên Ðao Tô Tuyªt	Kéo dài h°i phøc khí 8910 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1312	100	5	20	333440	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101071	3	1	1	71	Food2_10	Nhøc Ty Hß½ng Cô	Kéo dài h°i phøc sinh mÕng 1872 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	1	54	13	5	20	333331	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101072	3	1	1	72	Food_2	Cô Thß½ng Nhøc	Kéo dài h°i phøc sinh mÕng 3276 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	144	36	5	20	333332	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101073	3	1	1	73	Food_11	Khiªu Hóa Kê	Kéo dài h°i phøc sinh mÕng 4688 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	260	65	5	20	333333	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101074	3	1	1	74	Food_12	Kiêu Ch¤p Ngß Phiªn	Kéo dài h°i phøc sinh mÕng 6093 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	401	100	5	20	333334	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101075	3	1	1	75	Food_2	Mã Nghîa Thßþng Thø	Kéo dài h°i phøc sinh mÕng 7500 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	568	100	5	20	333335	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101076	3	1	1	76	Food2_6	Bát Trân Thuçn Kê Thang	Kéo dài h°i phøc sinh mÕng 8910 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	762	100	5	20	333336	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101077	3	1	1	77	Food2_6	Ô Kê Thang	Kéo dài h°i phøc sinh mÕng 10310 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	981	100	5	20	333337	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101078	3	1	1	78	Meet_2	Bão Tiêu Phøng Träo	Kéo dài h°i phøc sinh mÕng 11720 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1226	100	5	20	333338	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101079	3	1	1	79	Meet_9	Ngß Phúc Dß½ng Nhøc	Kéo dài h°i phøc sinh mÕng 13130 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1497	100	5	20	333339	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101080	3	1	1	80	Food2_5	Tri«u Châu Thi®n Bao	Kéo dài h°i phøc sinh mÕng 14530 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1794	100	5	20	333340	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101081	3	1	1	81	Food_2	Sinh Thái Nhøc Tùng	Kéo dài h°i phøc khí 882 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	1	42	10	5	20	333401	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101082	3	1	1	82	Meet_4	Tß½ng Ngßu Nhøc	Kéo dài h°i phøc khí 1554 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	108	27	5	20	333402	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101083	3	1	1	83	Food_10	TÕc Hoàng Hoa Ngß	Kéo dài h°i phøc khí 2232 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	192	48	5	20	333403	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101084	3	1	1	84	Food_6	Quan Thang Bao	Kéo dài h°i phøc khí 2898 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	295	73	5	20	333404	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101085	3	1	1	85	Food_5	LÕp Thiêu Hß½ng Loa	Kéo dài h°i phøc khí 3570 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	417	100	5	20	333405	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101086	3	1	1	86	Meet_2	Ph¤n Chßng Áp Nhøc	Kéo dài h°i phøc khí 4240 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	558	100	5	20	333406	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101087	3	1	1	87	Food_12	Hà Bao TÑc Ngß	Kéo dài h°i phøc khí 4920 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	719	100	5	20	333407	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101088	3	1	1	88	Meet_3	Hào D¥u Ngßu Nhøc	Kéo dài h°i phøc khí 5590 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	898	100	5	20	333408	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101089	3	1	1	89	Food_2	H°ng Muµn Ngßu NÕm	Kéo dài h°i phøc khí 6260 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1096	100	5	20	333409	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
30101090	3	1	1	90	Meet_12	Túy Phi BÕch Nhøc	Kéo dài h°i phøc khí 6930 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1312	100	5	20	333410	62	1	1	10	-1	4	Thñc Ph¦m	10	0	2000	-1	0
30101091	3	1	1	91	Food2_3	Phao Bính	Tiªp tøc phøc h°i sinh m®nh 2406 ði¬m	1	54	1	5	20	333301	52	1	1	1	-1	4	Thñc Ph¦m	1	0	2000	-1	0
30101092	3	1	1	92	Food2_5	H°ng Täo PhÕn	Kéo dài phøc h°i mÕng s¯ng 4214 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	10	144	36	5	20	333302	59	1	1	2	-1	4	Thñc Ph¦m	2	0	2000	-1	0
30101093	3	1	1	93	Food2_5	Th± Ð§u PhÕn	Kéo dài phøc h°i mÕng s¯ng 6024 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	20	260	65	5	20	333303	60	1	1	3	-1	4	Thñc Ph¦m	3	0	2000	-1	0
30101094	3	1	1	94	Food_7	Hß½ng M­ PhÕn	Kéo dài phøc h°i mÕng s¯ng 7830 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	30	401	100	5	20	333304	61	1	1	4	-1	4	Thñc Ph¦m	4	0	2000	-1	0
30101095	3	1	1	95	Food_7	S½n QuÏ PhÕn	Kéo dài phøc h°i mÕng s¯ng 9640 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	40	568	100	5	20	333305	62	1	1	5	-1	4	Thñc Ph¦m	5	0	2000	-1	0
30101096	3	1	1	96	Food2_5	Ð§u Kh¤u PhÕn	Kéo dài phøc h°i mÕng s¯ng 11450 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	50	762	100	5	20	333306	62	1	1	6	-1	4	Thñc Ph¦m	6	0	2000	-1	0
30101097	3	1	1	97	Food_7	H°ng Hoa M­ PhÕn	Kéo dài phøc h°i mÕng s¯ng 13260 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	981	100	5	20	333307	62	1	1	7	-1	4	Thñc Ph¦m	7	0	2000	-1	0
30101098	3	1	1	98	Food2_3	Th± Ð§u Tiên Bính	Kéo dài phøc h°i mÕng s¯ng 15070 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1226	100	5	20	333308	62	1	1	8	-1	4	Thñc Ph¦m	8	0	2000	-1	0
30101099	3	1	1	99	Food_15	Du Tiên Th± Ð§u Bính	Kéo dài phøc h°i mÕng s¯ng 16880 ði¬m. #r#c00FF00 („n chuµt phäi ð¬ sØ døng)	60	1497	100	5	20	333309	62	1	1	9	-1	4	Thñc Ph¦m	9	0	2000	-1	0
