INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
274	273	1	Buff5_12							0	0	0	1	0		魚餌：虹蟲，提高釣魚速度
275	273	2	Buff5_13							0	0	0	1	0		魚餌：沙蠶，提高釣魚速度
276	276	0	Buff5_14							0	0	0	0	0		對峙：對峙期間，無法攻擊和移動，也不會受到傷害
277	277	0	Buff5_15							0	0	0	0	0		遇敵：無法傳送
278	99	0	RideHeader2_3		interface\sound_tiger.wav					0	0	0	1	0		坐騎：獅子
279	99	0	RideHeader2_4		interface\sound_tiger.wav					0	0	0	1	0		坐騎：白獅
280	280	0	Buff1_4				g01_buff44		头顶状态点	0	0	0	0	0		破綻百出：被王語嫣指出招式破綻
281	281	0	FightSkillMingJiao_7							0	0	0	0	0		報復：殺死對方後將會受到對方的致命報復
282	282	0	FightSkillXiaoYao_9							1	1	0	1	0		監禁：無法使用技能和物品
283	283	0	FightSkillShaoLin2_6							0	1	0	1	0		彌勒護身：增加體力
284	284	0	FightSkillMingJiao1_6							0	1	0	1	0		葵花神力：增加力量
285	285	0	FightSkillGaiBang_6							0	1	0	1	0		如影隨形：增加身法
286	286	0	FightSkillWuDang2_6							0	1	0	1	0		犀牛望月：增加靈氣
287	287	0	FightSkillEMei2_6							0	1	0	1	0		坐懷不亂：增加定力
288	288	0	FightSkillXinXiu2_6							0	1	0	1	0		百毒不侵：增加毒抗
289	289	0	FightSkillDaLi1_6							0	1	0	1	0		正氣浩然：增加玄抗
290	290	0	FightSkillTianShan1_6							0	1	0	1	0		冰肌玉骨：增加冰抗
291	291	0	FightSkillXiaoYao1_6							0	1	0	1	0		墨守成規：增加火抗
292	59	0	FightSkillShaoLin2_5				秘籍_sl_zdo		身体中心点	0	0	0	1	0		易筋鍛骨：強化血上限
293	293	0	FightSkillMingJiao1_5				秘籍_mj_zdo		身体中心点	0	0	0	1	0		純陽無極：增加火攻擊和火抗性
294	14	0	FightSkillWuDang2_5							0	1	1	0	0		天外飛仙：麻痹，移動不能，操作不能，可被攻擊，無法被打醒
295	1	0	FightSkillEMei2_5							0	1	1	0	0		九陰神爪：撕裂，持續失血
296	34	0	FightSkillXinXiu2_5							0	1	1	0	0		化骨綿掌：虛弱力量、靈氣
297	26	0	FightSkillDaLi1_5							0	1	1	0	0		少澤劍：攻防破綻，削弱攻擊與防禦
298	13	0	FightSkillTianShan1_5							0	1	1	0	0		同生共死：封穴，移動不能，操作不能，可被攻擊，無法被打醒
299	99	0	RideHeader1_9							0	0	0	1	0		坐騎：陸行雕
300	300	0	Buff2_12							0	0	0	1	0		加強：外功攻擊
301	301	0	Buff2_13							0	0	0	1	0		加強：內功攻擊
302	302	0	Buff2_14							0	0	0	1	0		加強：外攻防禦
303	303	0	Buff2_15							0	0	0	1	0		加強：內功防禦
304	304	0	Charm_1							0	0	0	1	0		加強：冰攻擊
305	305	0	Charm_2							0	0	0	1	0		加強：火攻擊
306	306	0	Charm_3							0	0	0	1	0		加強：毒攻擊
307	307	0	Charm_4							0	0	0	1	0		加強：玄攻擊
308	308	0	OtherTools1_5							0	0	0	1	0		加強：冰防禦
309	309	0	OtherTools1_6							0	0	0	1	0		加強：火防禦
310	310	0	OtherTools1_7							0	0	0	1	0		加強：毒防禦
311	311	0	OtherTools1_8							0	0	0	1	0		加強：玄防禦
312	312	0	MenpaiGoods_1							0	0	0	1	0		加強：力量
313	313	0	MenpaiGoods_2							0	0	0	1	0		加強：靈氣
314	314	0	MenpaiGoods_3							0	0	0	1	0		加強：體力
315	315	0	MenpaiGoods_4							0	0	0	1	0		加強：定力
316	316	0	MenpaiGoods_5							0	0	0	1	0		加強：身法
317	317	0	MenpaiGoods_6							0	0	0	1	0		加強：命中
318	318	0	MenpaiGoods_7							0	0	0	1	0		加強：閃避
319	319	0	MenpaiGoods_8							0	0	0	1	0		加強：會心
320	320	0	Charm_15							0	0	0	1	0		加強：血上限
321	321	0	Charm_14							0	0	0	1	0		加強：氣上限
322	99	0	RideHeader2_6		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐騎：象
323	99	0	RideHeader2_5		ambience\nature\animal\elephant.wav					0	0	0	1	0		坐騎：白象
324	99	0	RideHeader1_10		interface\36.wav					0	0	0	1	0		坐騎：神雕
325	325	0	Cloth3_2							1	0	0	0	0		地靈丹：珍獸獲得的經驗翻倍
326	99	0	RideHeader2_15		ambience\nature\animal\xiniu.wav					0	0	0	1	0		坐騎：犀牛
327	99	0	RideHeader2_11		ambience\nature\bird\tuoniao.wav					0	0	0	1	0		坐騎：鴕鳥
328	99	0	RideHeader2_14		ambience\nature\insect\spider_1.wav					0	0	0	1	0		坐騎：蜘蛛
329	99	0	RideHeader2_12							0	0	0	1	0		坐騎：玄龜
330	99	0	RideHeader2_10		ambience\nature\animal\lion_1.wav					0	0	0	1	0		坐騎：陸吾
331	99	0	RideHeader2_13		ambience\society\machine.wav					0	0	0	1	0		坐騎：木牛流馬
332	99	0	RideHeader2_9		ambience\nature\animal\bear_1.wav					0	0	0	1	0		坐騎：熊
333	99	0	RideHeader1_1							0	0	0	1	0		搭乘坐騎
334	334	0	TaskTools3_3							0	0	0	1	0		傳送保護：無敵，移動或使用技能後保護即會消失
335	335	0	CommonLiveSkill_16							1	0	0	0	0		疲勞：主人無法再配合珍獸施放群攻技能
336	336	0	TaskTools4_10							1	0	0	0	0		馬鞍：增加騎乘時的移動速度
337	99	0	Ride2_15		ambience\nature\animal\river_horse.wav					0	0	0	1	0		坐騎：河馬
338	99	0	Ride2_11		ambience\nature\animal\carriage.wav					0	0	0	1	0		坐騎：馬車
339	99	0	Ride2_13		ambience\nature\animal\horse_2.wav					0	0	0	1	0		坐騎：天馬
340	99	0	Ride2_9							0	0	0	1	0		坐騎：兔子
341	99	0	Ride2_14		ambience\nature\animal\dance_lion.wav					0	0	0	1	0		坐騎：舞獅
342	99	0	Ride2_10		interface\31.wav					0	0	0	1	0		坐騎：馴鹿
343	343	0	Medicine2_12							1	0	0	0	0		乾坤壺：自動撿取怪物掉落的物品
344	344	0	TaskTools6_7							1	0	0	0	0		心懷故主：暫時不能加入其他幫派，體力、力量、靈氣、定力、身法各增加5點
345	345	0	MenpaiLiveSkill2_9							0	0	1	0	0		滅此朝食：吸引怪物的攻擊
346	345	0	MenpaiLiveSkill2_11							0	0	1	0	0		調虎離山：吸引怪物的攻擊並降低其防禦
347	347	0	MakeMaterial11_3				g01_buff10_01		脚下光圈点	0	0	0	1	0		雙核速龍丹：移動速度加快
349	349	0	Cloth3_14							1	1	0	0	0		通天靈丹：人物獲得的經驗變為2.5倍
350	325	0	Cloth3_15							1	1	0	0	0		徹地靈丹：珍獸獲得的經驗變為2.5倍
351	349	0	Cloth3_16							1	1	0	0	0		小靈丹：人物與珍獸獲得的經驗變為1.5倍
352	352	0	CommonLiveSkill_15							1	0	0	0	0		疲勞：主人無法再配合珍獸施放神佑技能
353	353	0	CommonLiveSkill_14							1	0	0	0	0		疲勞：主人無法再配合珍獸施放共生和血祭技能
354	354	0	Cloth4_5				玫瑰花		身体中心点	0	0	0	1	0		999朵玫瑰
355	355	0	Cloth6_1	冰镇西瓜	interface\sound_shengji.wav	身体受击点				0	0	0	1	0		冰鎮西瓜：令人神清氣爽，增加人物基礎外功攻擊和基礎內功攻擊15%
356	99	0	Ride2_12							0	0	0	1	0		坐騎：雪羽
357	357	0	CommonLiveSkill_14							1	0	0	0	0		疲勞：主人無法再配合珍獸施放肉牆技能
358	99	0	RideHeader2_16							0	0	0	1	0		坐騎：巨人
359	99	0	RideHeader2_7							0	0	0	1	0		坐騎：飛龍
#																
360	360	0	PetSkill2_13							0	0	0	0	0		冰精：受到冰系傷害減少，火系傷害增加
361	360	0	PetSkill2_14							0	0	0	0	0		火靈：受到火系傷害減少，冰系傷害增加
362	360	0	PetSkill3_3							0	0	0	0	0		毒蠱：受到毒系傷害減少，玄系傷害增加
363	360	0	PetSkill3_8							0	0	0	0	0		玄獸：受到玄系傷害減少，毒系傷害增加
364	364	0	PetSkill1_7							0	0	0	0	0		遲鈍：血上限增加，閃避和命中削弱
365	364	0	PetSkill3_6							0	0	0	0	0		狡猾：命中和閃避增加，防禦削弱
366	364	0	PetSkill3_7							0	0	0	0	0		憨厚：防禦增加，會心削弱
367	364	0	PetSkill3_5							0	0	0	0	0		拼命：會心增加，血上限削弱
368	364	0	PetSkill3_9							0	0	0	0	0		法魂：內攻增加，外攻削弱
369	364	0	PetSkill3_10							0	0	0	0	0		蠻力：外攻增加，內攻削弱
370	370	0	PetSkill5_13				cw_chongsheng		身体受击点	0	0	0	0	0		重生：該狀態下死後自動復活
371	370	0	PetSkill5_14				cw_chongsheng		身体受击点	0	0	0	0	0		高級重生：該狀態下死後自動復活
372	372	0	PetSkill2_9				cw_rouqiang		头顶状态点	0	0	0	0	0		肉牆：將部分傷害轉移到寵物身上
373	372	0	PetSkill2_10				cw_rouqiang		头顶状态点	0	0	0	0	0		高級肉牆：將部分傷害轉移到寵物身上
374	374	0	PetSkill4_1				cw_shengyou		头顶状态点	0	0	0	0	0		神佑：不會受到傷害，也不能攻擊敵人
375	374	0	PetSkill4_2				cw_shengyou		头顶状态点	0	0	0	0	0		高級神佑：不會受到傷害，也不能攻擊敵人
376	376	0	PetSkill7_1				cw_shixue		身体受击点	0	0	0	0	0		嗜血：犧牲防禦來暫時提高外功攻擊
377	376	0	PetSkill7_2				cw_shixue		身体受击点	0	0	0	0	0		高級嗜血：犧牲防禦來暫時提高外功攻擊
380	380	0	PetSkill5_6							0	0	0	0	0		偽裝：寵物進入隱身狀態，攻擊或受到傷害即會現身
381	380	0	PetSkill5_5							0	0	0	0	0		高級偽裝：寵物偽裝起來，攻擊或受到傷害即會現身
382	382	0	PetSkill2_5				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	附身：寵物附身於敵人，雙方都無法動彈
383	382	0	PetSkill2_6				npc_all_fushen		身体受击点	0	0	1	0	1	身体受击点	高級附身：寵物附身於敵人，雙方都無法動彈
384	384	0	PetSkill1_1	cw_fanji		身体受击点				0	0	0	0	0		反擊：受到攻擊時一定幾率反擊敵人
385	384	0	PetSkill1_2	cw_fanji		身体受击点				0	0	0	0	0		高級反擊：受到攻擊時一定幾率反擊敵人
386	386	0	PetSkill5_15	cw_xixue		身体受击点				0	0	0	0	0		吸血：攻擊時一定幾率吸取敵人生命
387	386	0	PetSkill5_16	cw_xixue		身体受击点				0	0	0	0	0		高級吸血：攻擊時一定幾率吸取敵人生命
388	388	0	PetSkill1_13	cw_fanzhen		身体受击点				0	0	0	0	0		反震：一定幾率將所受的近身傷害反彈回去
389	388	0	PetSkill1_14	cw_fanzhen		身体受击点				0	0	0	0	0		高級反震：一定幾率將所受的近身傷害反彈回去
390	390	0	PetSkill4_9	cw_lingdong		身体受击点				0	0	0	0	0		靈動：一定幾率減少所受的傷害
391	390	0	PetSkill4_10	cw_lingdong		身体受击点				0	0	0	0	0		高級靈動：一定幾率減少所受的傷害
392	392	0	PetSkill2_7	cw_ximo		身体受击点				0	0	0	0	0		吸气：攻击时一定几率吸走敌人的气
393	392	0	PetSkill2_8	cw_ximo		身体受击点				0	0	0	0	0		高级吸气：攻击时一定几率吸走敌人的气
394	394	0	PetSkill4_5	cw_danu		脚下光圈点				0	0	0	0	0		打怒：攻擊時一定幾率打消敵人怒氣
395	394	0	PetSkill4_6	cw_danu		脚下光圈点				0	0	0	0	0		高級打怒：攻擊時一定幾率打消敵人怒氣
396	396	0	PetSkill5_1	cw_zhongxin		头顶状态点				0	0	0	0	0		忠心：有一定幾率替主人格擋必殺攻擊
397	396	0	PetSkill5_2	cw_zhongxin		头顶状态点				0	0	0	0	0		高級忠心：有一定幾率替主人格擋必殺攻擊
398	398	0	PetSkill5_3	cw_lingqi		身体受击点				0	0	0	0	0		靈氣：有一定幾率替主人格擋不良效果
399	398	0	PetSkill5_4	cw_lingqi		身体受击点				0	0	0	0	0		高級靈氣：有一定幾率替主人格擋不良效果
400	400	0	PetSkill5_7	cw_shipo		头顶状态点				0	0	0	0	0		識破：增強主人偵破隱形的能力
401	400	0	PetSkill5_8	cw_shipo		头顶状态点				0	0	0	0	0		高級識破：增強主人偵破隱形的能力
402	402	0	PetSkill3_13	cw_jieli		头顶状态点				0	0	0	0	0		借力：增強主人的力量
403	402	0	PetSkill3_14	cw_jieli		头顶状态点				0	0	0	0	0		高級借力：增強主人的力量
404	404	0	PetSkill1_5	cw_yihun		头顶状态点				0	0	0	0	0		移魂：增強主人的定力
405	404	0	PetSkill1_6	cw_yihun		头顶状态点				0	0	0	0	0		高級移魂：增強主人的定力
406	406	0	PetSkill3_15	cw_jiasu		头顶状态点				0	0	0	0	0		瞬影：增強主人的身法
407	406	0	PetSkill3_16	cw_jiasu		头顶状态点				0	0	0	0	0		高級瞬影：增強主人的身法
408	408	0	PetSkill1_3	cw_qiangshen		头顶状态点				0	0	0	0	0		強身：增強主人的體力
409	408	0	PetSkill1_4	cw_qiangshen		头顶状态点				0	0	0	0	0		高級強身：增強主人的體力
410	410	0	PetSkill3_1	cw_ningshen		头顶状态点				0	0	0	0	0		凝神：增強主人的靈氣
411	410	0	PetSkill3_2	cw_ningshen		头顶状态点				0	0	0	0	0		高級凝神：增強主人的靈氣
412	37	0	PetSkill6_5	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		虛弱：降低目標的內外功攻擊
413	37	0	PetSkill6_6	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高級虛弱：降低目標的內外功攻擊
414	25	0	PetSkill6_7	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		破綻：降低目標的內外功防禦
415	25	0	PetSkill6_8	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高級破綻：降低目標的內外功防禦
416	23	0	PetSkill6_15	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		摔絆：降低目標的移動速度
417	23	0	PetSkill6_16	npc_all_kongzhi_zdo		身体受击点				0	1	1	0	0		高級摔絆：降低目標的移動速度
418	418	1	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各10點
419	418	2	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各15點
420	418	3	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各20點
421	418	4	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各25點
422	418	5	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各30點
423	418	6	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各35點
424	418	7	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各40點
425	418	8	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各45點
426	418	9	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各50點
427	427	0	FightSkillShaoLin2_7							0	1	0	1	0		倒轉乾坤：增加技能所能造成的傷害
428	427	0	FightSkillMingJiao1_7							0	1	0	1	0		舉火燒天：增加技能所能造成的傷害
429	427	0	FightSkillGaiBang_7							0	1	0	1	0		撥草尋蛇：增加技能所能造成的傷害
430	427	0	FightSkillWuDang2_7							0	1	0	1	0		空明式：增加技能所能造成的傷害
431	427	0	FightSkillEMei2_9							0	1	0	1	0		九陰毒龍功：增加技能所能造成的傷害
432	427	0	FightSkillXinXiu2_7							0	1	0	1	0		化血神毒：增加技能所能造成的傷害
433	427	0	FightSkillDaLi1_7							0	1	0	1	0		商陽劍：增加技能所能造成的傷害
434	427	0	FightSkillTianShan1_7							0	1	0	1	0		天地明滅：增加技能所能造成的傷害
435	427	0	FightSkillXiaoYao1_7							0	1	0	1	0		顛動滄溟：增加技能所能造成的傷害
436	436	0	CommonNPCHeader8_23							1	1	0	1	0		木婉清武學心得：堅強#r外功防禦增加
437	436	0	CommonNPCHeader8_10							1	1	0	1	0		鐘靈武學心得：定力#r定力增加
438	436	0	CommonNPCHeader8_4							1	1	0	1	0		段延慶武學心得：體質#r體力增加
439	436	0	CommonNPCHeader4_22							1	1	0	1	0		段譽武學心得：躲閃#r閃避增加
440	436	0	CommonNPCHeader3_2							1	1	0	1	0		阿朱武學心得：火焰#r火攻擊增加
441	436	0	CommonNPCHeader8_18							1	1	0	1	0		阿碧武學心得：遺忘#r內功防禦增加
442	436	0	CommonNPCHeader4_25							1	1	0	1	0		王語嫣武學心得：智慧#r靈氣增加
443	436	0	CommonNPCHeader4_23							1	1	0	1	0		蕭峰武學心得：力量#r力量增加
444	436	0	CommonNPCHeader3_3							1	1	0	1	0		阿紫武學心得：劇毒#r毒攻擊增加
445	436	0	CommonNPCHeader3_1							1	1	0	1	0		慕容複武學心得：身法#r身法增加
446	436	0	CommonNPCHeader4_24							1	1	0	1	0		虛竹武學心得：要害#r會心攻擊增加
447	436	0	CommonNPCHeader11_1							1	1	0	1	0		鳩摩智武學心得：玄妙#r玄攻擊增加
448	436	0	CommonNPCHeader8_12							1	1	0	1	0		銀川公主武學心得：寒冰#r冰攻擊增加
449	449	0	Chrismas2_15				g01_buff_幸福雪球		脚下光圈点	0	0	0	1	0		幸福雪球：体力增加30点
450	450	0	MakeMaterial8_16							0	0	0	0	0		聖誕快樂
451	451	0	Choujiang_13							0	0	0	0	0		快活三：無法參加幸運快活三抽獎，體力、力量、靈氣、定力、身法各增加5點
452	418	4	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各55點
453	418	5	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各60點
454	418	6	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各65點
455	418	7	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各70點
456	418	8	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各75點
457	418	9	PetSkill2_3							0	1	0	1	0		幫派關懷#r增加力量、靈氣各80點
458	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		奪寶師徒練：火屬性攻擊提高30點
459	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		奪寶師徒練：冰屬性攻擊提高30點
460	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		奪寶師徒練：玄屬性攻擊提高30點
461	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		奪寶師徒練：毒屬性攻擊提高30點
462	462	0	Ring2_15				buff_重楼望月		身体中心点	1	0	0	0	0		重樓望月：攻擊時有2%機率震懾敵人的魂魄，使之封穴，持續15秒，封穴不可解
463	463	0	Amulet3_5				buff_重楼逆天		身体中心点	1	0	0	0	0		重樓逆天：攻擊時有2%機率震懾敵人的魂魄，使之麻痹，持續15秒，麻痹不可解
464	464	0	Buff0_9	all_bj0000		身体受击点	buff_fengxue_01		身体受击点	0	1	1	0	0		封穴：移動不能，操作不能，可被攻擊，無法被打醒
465	465	0	Buff6_13				g01_buff麻痹		身体中心点	0	0	1	0	0		麻痹：移動不能，操作不能，可被攻擊，無法被打醒
466	458	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		奪寶師徒練：增加體力30點
467	459	0	PetSkill7_4							0	0	0	0	0		冰魂：增加冰抗50點
468	460	0	PetSkill7_6							0	0	0	0	0		火魂：增加火抗50點
469	461	0	PetSkill7_5							0	0	0	0	0		毒魂：增加毒抗50點
470	462	0	PetSkill7_3							0	0	0	0	0		玄魂：增加玄抗50點
471	463	0	Buff6_12				新蓝光环		身体中心点	0	0	0	1	0		師徒心連心：體力、力量、靈氣、定力、身法各增加10點
472	472	0	CircularTaskTool3_11	all_em_bj00000		身体受击点	g01_收集签名		身体受击点	0	0	1	0	1	左武器绑定点	簽名錄：收集好友簽名
473	473	0	Buff1_7							0	0	0	1	0		蠻力：攻擊加強
474	474	0	FightSkillXiaoYao_8							0	0	0	1	0		火眼金睛：增加定力
475	475	0	Gem9_3_1							0	0	0	1	0		虎眼石精華：增加外功攻擊
476	476	0	Gem9_3_8							0	0	0	1	0		貓眼石精華：增加內功攻擊
477	477	0	Gem9_3_2							0	0	0	1	0		紫玉精華：增加命中
478	478	0	Gem9_3_7							0	0	0	1	0		祖母綠精華：增加閃避
479	479	0	Gem9_3_4							0	0	0	1	0		藍晶石精華：增加冰攻擊
480	480	0	Gem9_3_5							0	0	0	1	0		紅晶石精華：增加火攻擊
481	481	0	Gem9_3_3							0	0	0	1	0		黃晶石精華：增加玄攻擊
482	482	0	Gem9_3_6							0	0	0	1	0		綠晶石精華：增加毒攻擊
483	483	0	Gem1_2_16							0	0	0	1	0		紅寶石精華：增加體力
484	484	0	Gem3_2_16							0	0	0	1	0		血精石精華：增加血上限
485	474	0	Buff1_4							0	1	1	0	0		虚弱：降低内外功攻击
486	475	0	Buff1_11							0	0	0	1	0		强化：增加内外功攻击
487	481	0	Ride2_3							0	0	0	1	0		解穴：解除己方人员封穴状态
488	482	0	Buff1_4							0	0	0	1	0		减速：降低地方人员移动速度
489	483	0	Buff1_5							0	0	0	1	0		免疫封穴
490	484	0	Buff1_6							0	0	0	1	0		增加：10%血上限
491	485	0	Buff1_7							0	0	0	1	0		增加：10%气上限
492	486	0	Buff1_8							0	0	0	1	0		增加：15%外功攻击
493	487	0	Buff1_9							0	0	0	1	0		增加：15%内功攻击
494	488	0	Buff1_10							0	0	0	1	0		增加：15%外功防御
#																
495	495	0	Buff10_3							0	0	0	1	0		搜宝专家：体力、力量、灵气、定力、身法各增加30点
496	496	0	Banner_3							0	0	0	1	0		超级旗手：增加人物基础外功防御和基础内功防御20%
497	497	0	Buff5_6							0	0	0	1	0		连斩狂客：增加人物基础外功攻击和基础内功攻击20%
498	498	0	Buff10_4							0	0	0	1	0		知耻后勇
499	499	0	Buff10_2				b_姜太公钓鱼01		头顶状态点	0	0	0	1	0		姜太公釣魚：無敵，移動或使用技能後保護即會消失
500	99	0	Ride2_3							0	0	0	1	0		坐騎：雪橇
501	99	0	Ride2_4							0	0	0	1	0		坐騎：紫電
502	99	0	Ride2_16							0	0	0	1	0		坐騎：冥羽
503	99	0	RideHeader2_8							0	0	0	1	0		坐騎：如意熊
504	99	0	Ride2_6							0	0	0	1	0		坐騎：年獸
505	99	0	Ride2_7							0	0	0	1	0		坐骑：花车
506	99	0	Ride2_8							0	0	0	1	0		坐騎：旋轉木馬
507	507	0	FightSkillWuDang2_8				g01_wd_腾云驾雾buff01		脚下光圈点	0	0	0	1	0		仙风道骨：短时间内大幅度增加内功防御
508	13	0	FightSkillXinXiu2_8		Skills\Xx\Xx_吸星噬月_昏.wav		g01_xx_吸星噬月_zdo		身体中心点	0	1	1	0	0		含笑半步癫：间歇受到封穴效果
509	509	0	FightSkillDaLi1_12				g01_dl_新商阳剑buff		身体中心点	0	0	1	0	0		商阳剑：持续受到伤害。移动可以解除。
510	510	0	FightSkillMingJiao1_8				g01_mj_烽火连城_xinzd		身体受击点	0	0	1	0	1	左武器绑定点	烽火连城：眩晕，移动不能，操作不能，可被攻击，无法被打醒
511	511	0	FightSkillTianShan1_8		Skills\Common\ice_explode_1.wav		g01_ts_天地明灭_zdo		脚下光圈点	0	0	1	0	0		天地明灭：冰封，移动不能，操作不能，无敌状态，不可被攻击
512	122	0	FightSkillXinXiu2_8		Skills\Xx\Xx_吸星噬月_昏.wav					0	1	1	0	0		含笑半步癫：封穴，移动不能，操作不能，可被攻击，无法被打醒
513	99	0	RideHeader3_1							0	0	0	1	0		坐骑：白云
514	99	0	RideHeader3_2							0	0	0	1	0		坐骑：黑土
600	600	0	Buff3_4							0	0	0	1	0		援助：冰抗增加
601	601	0	OtherTools2_15	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环		身体中心点	0	0	0	1	0		新藍光環：增加所有屬性
602	602	0	Buff5_4	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新红光环		身体中心点	0	0	0	1	0		師徒情深：增加力量和靈氣
603	603	0	Function_3	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新黄光环		身体中心点	0	0	0	1	0		團圓歡慶：增加所有屬性
604	604	0	fuqiskill_5	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	情比金坚		身体中心点	0	0	0	1	0		情比金堅：增加所有屬性
605	605	0	Buff5_16	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	buffer_科举		身体中心点	0	0	0	1	0		金榜題名：增加會心攻擊和會心防禦
606	606	0	Buff6_1							0	0	0	1	0		武林盟主：無法打開嵩山封禪臺的寶箱
607	607	0	Buff6_6							0	0	0	1	0		滅：增加外功攻擊
608	607	0	Buff6_5							0	0	0	1	0		震：增加內功攻擊
609	607	0	Buff6_4							0	0	0	1	0		迅：增加移動速度
610	607	0	Buff6_3							0	0	0	1	0		滑：增加身法
611	116	0	Buff6_2							0	0	0	1	0		生：死後能夠復活，復活時血氣全滿
612	612	0	CommonNPCHeader7_12							0	0	0	0	0		於九蓮的保護：無法移動和釋放技能，也不會受到傷害
613	613	0	Buff3_15							0	0	0	0	0		心無旁騖，周圍的寧靜與喧囂都渾然不覺
614	36	0	FightSkillXiaoYao_15							0	1	1	0	0		虛弱：所受傷害放大
615	615	0	Buff6_12				活动BUFF_A01		身体中心点	1	0	0	1	0		天龍賀歲：增加內功攻擊和外功攻擊#r可以到大理龔彩雲（170，123）領取
616	616	0	Buff6_11				活动BUFF_B01		身体中心点	1	0	0	1	0		真情回饋：大幅增加內功攻擊和外功攻擊
617	617	0	PetSkill4_1				cw_shengyou		头顶状态点	0	0	0	1	0		龜殼：不會受到傷害同時無法移動或攻擊
618	618	0	PetSkill3_3				cw_rouqiang		头顶状态点	0	0	1	0	0		修羅咒：大幅降低內外攻防禦
619	619	0	Food_8				g01_buff_圣诞礼盒01		脚下光圈点	0	0	0	1	0		新春快樂：體力、力量、靈氣、定力、身法各增加20點#r#Y吃天之餃子成天之驕子#r蘇州#G左桐#Y處可以領取#r天龍八部祝您春節愉快!
620	620	0	Food_8				g01_buff_圣诞礼盒02		脚下光圈点	0	0	0	1	0		新春快樂：體力、力量、靈氣、定力、身法各增加20點#r#Y吃天之餃子成天之驕子#r蘇州#G左桐#Y處可以領取#r天龍八部祝您春節愉快!
621	621	0	Food_8				g01_buff_圣诞礼盒03		脚下光圈点	0	0	0	1	0		新春快樂：體力、力量、靈氣、定力、身法各增加20點#r#Y吃天之餃子成天之驕子#r蘇州#G左桐#Y處可以領取#r天龍八部祝您春節愉快!
622	622	0	Food_8				g01_buff_圣诞礼盒04		脚下光圈点	0	0	0	1	0		新春快樂：體力、力量、靈氣、定力、身法各增加20點#r#Y吃天之餃子成天之驕子#r蘇州#G左桐#Y處可以領取#r天龍八部祝您春節愉快!
623	623	0	PetSkill4_1				g01_xx_jq_神木行_1		身体中心点	0	0	0	1	0		犯獸·困：10秒後爆炸，對周圍6個目標造成圍困效果
624	624	0	Buff5_1		Skills\Xy\Xy_画地为牢_击中.wav		g01_xy_sf_zdo_画地为牢		脚下光圈点	0	1	1	0	0		犯獸：圍困，移動不能，操作不能，不可被攻擊
625	625	0	PetSkill4_1				g01_xx_jq_神木行_1		身体中心点	0	0	0	1	0		犯獸·遲：10秒後爆炸，對周圍6個目標造成減速效果
626	626	0	PetSkill4_1				g01_xx_jq_神木行_1		身体中心点	0	0	0	1	0		犯獸·變：10秒後爆炸，對周圍6個目標造成變身效果
627	627	0	Buff1_1	g01_yanggetianjun		身体受击点	g01_buff100		脚下光圈点	0	1	1	0	0		犯獸：移動速度減慢
628	628	0	Buff6_12	g01_em_buff1111	interface\sound_shengji.wav	脚下光圈点	新蓝光环		身体中心点	1	0	0	1	0		暢玩天龍：增加內功攻擊和外功攻擊#r可以到大理龔彩雲（170，123）領取
