INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
4350	Loan Phøng Hoà Minh Trß·ng Thành	435	85	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4351	Loan Phøng Hoà Minh Biªn D¸	435	85	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	952	1667	833	714	952	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4352	Loan Phøng Hoà Minh Biªn D¸	435	85	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	991	1735	867	743	991	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4353	Loan Phøng Hoà Minh Biªn D¸	435	85	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1031	1804	902	773	1031	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4354	Loan Phøng Hoà Minh Biªn D¸	435	85	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1070	1872	936	802	1070	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4355	Loan Phøng Hoà Minh Biªn D¸	435	85	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1109	1941	970	832	1109	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4356	Loan Phøng Hoà Minh Biªn D¸	435	85	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1148	2009	1004	861	1148	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4357	Loan Phøng Hoà Minh Biªn D¸	435	85	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1187	2078	1039	890	1187	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4359	Loan Phøng Hoà Minh Bäo Bäo	435	85	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	913	1598	799	685	913	1357	1492	1560	1764	2035	100	250	450	150	50	1	4350
4360	Loan Phøng Hoà Minh Trß·ng Thành	436	95	9	0	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4361	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	981	1718	859	736	981	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4362	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1017	1780	890	763	1017	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4363	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1052	1842	921	789	1052	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4364	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1088	1904	952	816	1088	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4365	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1123	1966	983	842	1123	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4366	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1159	2028	1014	869	1159	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4367	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1194	2090	1045	896	1194	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4368	Loan Phøng Hoà Minh Biªn D¸	436	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4369	Loan Phøng Hoà Minh Bäo Bäo	436	95	9	0	1	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	946	1656	828	709	946	1459	1604	1677	1896	2188	100	250	450	150	50	1	4360
4371	Loan Phøng Hoà Minh Linh Tê	437	95	9	1	0	100	10	690	600000	-1	-1	658	900000	718	550000	728	400000	668	20000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1230	2153	1076	922	1230	1459	1604	1677	1896	2188	0	500	500	0	0	1	4370
4380	Th¤t Thäi Huy Tu¤n Trß·ng Thành	438	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1500	2000	1000	1344	1484	846	930	972	1099	1269	100	100	200	100	500	1	4380
4381	Th¤t Thäi Huy Tu¤n Biªn D¸	438	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1501	2001	1001	1345	1485	846	930	972	1099	1269	100	100	200	100	500	1	4380
4382	Th¤t Thäi Huy Tu¤n Biªn D¸	438	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1502	2002	1002	1346	1486	846	930	972	1099	1269	100	100	200	100	500	1	4380
4389	Th¤t Thäi Huy Tu¤n Bäo Bäo	438	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	661	250000	726	100000	654	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1503	2003	1003	1347	1487	846	930	972	1099	1269	100	100	200	100	500	1	4380
4390	Th¤t Thäi Huy Tu¤n Trß·ng Thành	439	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1504	2004	1004	1348	1488	948	1042	1090	1232	1422	100	100	200	100	500	1	4390
4391	Th¤t Thäi Huy Tu¤n Biªn D¸	439	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1505	2005	1005	1349	1489	948	1042	1090	1232	1422	100	100	200	100	500	1	4390
4392	Th¤t Thäi Huy Tu¤n Biªn D¸	439	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1506	2006	1006	1350	1490	948	1042	1090	1232	1422	100	100	200	100	500	1	4390
4393	Th¤t Thäi Huy Tu¤n Biªn D¸	439	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1507	2007	1007	1351	1491	948	1042	1090	1232	1422	100	100	200	100	500	1	4390
4399	Th¤t Thäi Huy Tu¤n Bäo Bäo	439	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	661	300000	726	150000	654	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1508	2008	1008	1352	1492	948	1042	1090	1232	1422	100	100	200	100	500	1	4390
4400	Th¤t Thäi Huy Tu¤n Trß·ng Thành	440	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1509	2009	1009	1353	1493	1051	1156	1208	1366	1576	100	100	200	100	500	1	4400
4401	Th¤t Thäi Huy Tu¤n Biªn D¸	440	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1510	2010	1010	1354	1494	1051	1156	1208	1366	1576	100	100	200	100	500	1	4400
4402	Th¤t Thäi Huy Tu¤n Biªn D¸	440	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1511	2011	1011	1355	1495	1051	1156	1208	1366	1576	100	100	200	100	500	1	4400
4403	Th¤t Thäi Huy Tu¤n Biªn D¸	440	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1512	2012	1012	1356	1496	1051	1156	1208	1366	1576	100	100	200	100	500	1	4400
4404	Th¤t Thäi Huy Tu¤n Biªn D¸	440	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1513	2013	1013	1357	1497	1051	1156	1208	1366	1576	100	100	200	100	500	1	4400
4409	Th¤t Thäi Huy Tu¤n Bäo Bäo	440	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	661	350000	726	200000	654	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1514	2014	1014	1358	1498	1051	1156	1208	1366	1576	100	100	200	100	500	1	4400
4410	Th¤t Thäi Huy Tu¤n Trß·ng Thành	441	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1515	2015	1015	1359	1499	1153	1268	1325	1498	1729	100	100	200	100	500	1	4410
4411	Th¤t Thäi Huy Tu¤n Biªn D¸	441	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1516	2016	1016	1360	1500	1153	1268	1325	1498	1729	100	100	200	100	500	1	4410
4412	Th¤t Thäi Huy Tu¤n Biªn D¸	441	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1517	2017	1017	1361	1501	1153	1268	1325	1498	1729	100	100	200	100	500	1	4410
4413	Th¤t Thäi Huy Tu¤n Biªn D¸	441	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1518	2018	1018	1362	1502	1153	1268	1325	1498	1729	100	100	200	100	500	1	4410
4414	Th¤t Thäi Huy Tu¤n Biªn D¸	441	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1519	2019	1019	1363	1503	1153	1268	1325	1498	1729	100	100	200	100	500	1	4410
4415	Th¤t Thäi Huy Tu¤n Biªn D¸	441	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1520	2020	1020	1364	1504	1153	1268	1325	1498	1729	100	100	200	100	500	1	4410
4419	Th¤t Thäi Huy Tu¤n Bäo Bäo	441	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	661	400000	726	250000	654	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1521	2021	1021	1365	1505	1153	1268	1325	1498	1729	100	100	200	100	500	1	4410
4420	Th¤t Thäi Huy Tu¤n Trß·ng Thành	442	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1522	2022	1022	1366	1506	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4421	Th¤t Thäi Huy Tu¤n Biªn D¸	442	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1523	2023	1023	1367	1507	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4422	Th¤t Thäi Huy Tu¤n Biªn D¸	442	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1524	2024	1024	1368	1508	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4423	Th¤t Thäi Huy Tu¤n Biªn D¸	442	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1525	2025	1025	1369	1509	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4424	Th¤t Thäi Huy Tu¤n Biªn D¸	442	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1526	2026	1026	1370	1510	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4425	Th¤t Thäi Huy Tu¤n Biªn D¸	442	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1527	2027	1027	1371	1511	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4426	Th¤t Thäi Huy Tu¤n Biªn D¸	442	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1528	2028	1028	1372	1512	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4429	Th¤t Thäi Huy Tu¤n Bäo Bäo	442	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	661	450000	726	300000	654	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1529	2029	1029	1373	1513	1255	1380	1443	1631	1882	100	100	200	100	500	1	4420
4430	Th¤t Thäi Huy Tu¤n Trß·ng Thành	443	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1530	2030	1030	1374	1514	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4431	Th¤t Thäi Huy Tu¤n Biªn D¸	443	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1531	2031	1031	1375	1515	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4432	Th¤t Thäi Huy Tu¤n Biªn D¸	443	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1532	2032	1032	1376	1516	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4433	Th¤t Thäi Huy Tu¤n Biªn D¸	443	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1533	2033	1033	1377	1517	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4434	Th¤t Thäi Huy Tu¤n Biªn D¸	443	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1534	2034	1034	1378	1518	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4435	Th¤t Thäi Huy Tu¤n Biªn D¸	443	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1535	2035	1035	1379	1519	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4436	Th¤t Thäi Huy Tu¤n Biªn D¸	443	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1536	2036	1036	1380	1520	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4437	Th¤t Thäi Huy Tu¤n Biªn D¸	443	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1537	2037	1037	1381	1521	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4439	Th¤t Thäi Huy Tu¤n Bäo Bäo	443	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	661	500000	726	350000	654	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1538	2038	1038	1382	1522	1357	1492	1560	1764	2035	100	100	200	100	500	1	4430
4440	Th¤t Thäi Huy Tu¤n Trß·ng Thành	444	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1539	2039	1039	1383	1523	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4441	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1540	2040	1040	1384	1524	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4442	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1541	2041	1041	1385	1525	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4443	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1542	2042	1042	1386	1526	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4444	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1543	2043	1043	1387	1527	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4445	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1544	2044	1044	1388	1528	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4446	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1545	2045	1045	1389	1529	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4447	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1546	2046	1046	1390	1530	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4448	Th¤t Thäi Huy Tu¤n Biªn D¸	444	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1547	2500	1047	1391	1531	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4449	Th¤t Thäi Huy Tu¤n Bäo Bäo	444	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1548	2048	1048	1392	1532	1459	1604	1677	1896	2388	100	100	200	100	500	1	4440
4451	Th¤t Thäi Huy Tu¤n Tuy«n Tinh	445	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	661	550000	726	400000	654	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	9999	9999	9999	9999	9999	2388	2388	2388	2388	2388	100	100	200	100	500	1	4450
4460	Li®t Th¯ Ði«m Tâm Trß·ng Thành	446	5	9	0	0	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	200	100	100	1	4460
4461	Li®t Th¯ Ði«m Tâm Biªn D¸	446	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	809	1520	862	1078	846	930	972	1099	1269	500	100	200	100	100	1	4460
4462	Li®t Th¯ Ði«m Tâm Biªn D¸	446	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	914	1719	975	1219	846	930	972	1099	1269	500	100	200	100	100	1	4460
4469	Li®t Th¯ Ði«m Tâm Bäo Bäo	446	5	9	0	1	1000	10	692	300000	-1	-1	728	900000	657	250000	730	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	200	100	100	1	4460
4470	Li®t Th¯ Ði«m Tâm Trß·ng Thành	447	45	9	0	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	200	100	100	1	4470
4471	Li®t Th¯ Ði«m Tâm Biªn D¸	447	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	807	1518	861	1076	948	1042	1090	1232	1422	500	100	200	100	100	1	4470
4472	Li®t Th¯ Ði«m Tâm Biªn D¸	447	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	881	1656	939	1174	948	1042	1090	1232	1422	500	100	200	100	100	1	4470
4473	Li®t Th¯ Ði«m Tâm Biªn D¸	447	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	954	1794	1018	1272	948	1042	1090	1232	1422	500	100	200	100	100	1	4470
4479	Li®t Th¯ Ði«m Tâm Bäo Bäo	447	45	9	0	1	1000	10	692	350000	-1	-1	728	900000	657	300000	730	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	200	100	100	1	4470
4480	Li®t Th¯ Ði«m Tâm Trß·ng Thành	448	55	9	0	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	1	4480
4481	Li®t Th¯ Ði«m Tâm Biªn D¸	448	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	822	1546	877	1096	1051	1156	1208	1366	1576	500	100	200	100	100	1	4480
4482	Li®t Th¯ Ði«m Tâm Biªn D¸	448	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	879	1653	938	1173	1051	1156	1208	1366	1576	500	100	200	100	100	1	4480
4483	Li®t Th¯ Ði«m Tâm Biªn D¸	448	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	937	1761	999	1249	1051	1156	1208	1366	1576	500	100	200	100	100	1	4480
4484	Li®t Th¯ Ði«m Tâm Biªn D¸	448	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	994	1869	1060	1326	1051	1156	1208	1366	1576	500	100	200	100	100	1	4480
4489	Li®t Th¯ Ði«m Tâm Bäo Bäo	448	55	9	0	1	1000	10	692	400000	-1	-1	728	900000	657	350000	730	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	200	100	100	1	4480
4490	Li®t Th¯ Ði«m Tâm Trß·ng Thành	449	65	9	0	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	100	200	100	100	1	4490
4491	Li®t Th¯ Ði«m Tâm Biªn D¸	449	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	843	1585	899	1124	1153	1268	1325	1498	1729	500	100	200	100	100	1	4490
4492	Li®t Th¯ Ði«m Tâm Biªn D¸	449	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	657	400000	730	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	891	1675	950	1188	1153	1268	1325	1498	1729	500	100	200	100	100	1	4490
